user_id,user_name,age,gender,city,state,preferred_language,signup_date,subscription_type,subscription_start_date,subscription_end_date,source,user_total_transactions,user_unique_books,user_active_days,user_activity_score,membership_days
U0149,Praveen Kumar,33.0,Female,Kochi,Kerala,Malayalam,2023-01-17,Annual Ebook,0,0,dataset_1,12.0,10.0,1169.0,11.399999999999999,1240.0
U0150,Chandra Pandey,50.0,Female,Hyderabad,Telangana,Telugu,2023-03-10,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1188.0
U0151,rahul gupta,40.0,Male,Salem,Tamil Nadu,Telugu,2022-09-23,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1356.0
U0152,Jayanthi Pandey,59.0,Male,Davangere,Karnataka,Kannada,2021-01-16,Audiobook Subscription,2021-01-24,2022-01-24,dataset_1,10.0,9.0,1738.0,9.7,1971.0
U0153,Gomathi Patil,30.0,Male,Coimbatore,Tamil Nadu,Tamil,2024-10-12,Quarterly Ebook,2024-12-20,2025-03-20,dataset_1,10.0,10.0,1121.0,10.0,606.0
U0154,Akash Chandrasekaran,59.0,Male,Thrissur,Kerala,Malayalam,2022-09-21,Annual Ebook,0,0,dataset_1,2.0,2.0,442.0,2.0,1358.0
U0155,SHANTHI Desai,65.0,Male,Kolkata,West Bengal,Telugu,2024-07-25,Annual Ebook,2024-09-10,2025-09-10,dataset_1,2.0,2.0,285.0,2.0,685.0
U0156,DEV Srinivasan,64.0,Male,Kannur,Kerala,Malayalam,2022-08-08,Annual Ebook,0,0,dataset_1,3.0,3.0,444.0,2.9999999999999996,1402.0
U0157,Savitha Chatterjee,46.0,Female,Thiruvananthapuram,Kerala,Malayalam,2019-06-23,Annual Ebook,2019-08-07,2020-08-06,dataset_1,2.0,2.0,499.0,2.0,2544.0
U0158,Ramesh Desai,68.0,Female,Guntur,Andhra Pradesh,Telugu,2020-10-17,Audiobook Subscription,2020-11-04,2021-11-04,dataset_1,6.0,6.0,1308.0,5.999999999999999,2062.0
U0159,amudha ghosh,20.0,Male,Guntur,Andhra Pradesh,Telugu,2019-05-13,Annual Ebook,2019-08-07,2020-08-06,dataset_1,2.0,2.0,271.0,2.0,2585.0
U0160,Radha Singh,66.0,Male,Kolkata,Karnataka,Kannada,2022-02-15,Annual Ebook,0,0,dataset_1,2.0,2.0,395.0,2.0,1576.0
U0161,murugan sharma,49.0,Female,Pune,Maharashtra,Hindi,2021-12-02,Annual Ebook,2021-12-29,2022-12-29,dataset_1,1.0,1.0,0.0,1.0,1651.0
U0162,Ramesh Raghunathan,49.0,Male,Madurai,Tamil Nadu,English,2023-12-29,Audiobook Subscription,2024-03-25,2025-03-25,dataset_1,1.0,1.0,0.0,1.0,894.0
U0163,Dinesh Chatterjee,22.0,Female,Bengaluru,Karnataka,Kannada,2020-12-14,Annual Ebook,2021-02-17,2022-02-17,dataset_1,2.0,2.0,535.0,2.0,2004.0
U0164, Ravi Menon ,68.0,Male,Chennai,Tamil Nadu,Tamil,2023-02-20,Quarterly Ebook,2023-05-01,2023-07-30,dataset_1,5.0,5.0,1110.0,5.0,1206.0
U0165,VENKAT Rajput,22.0,Male,Lucknow,Uttar Pradesh,English,2023-08-05,Audiobook Subscription,2023-08-14,2024-08-13,dataset_1,3.0,3.0,1202.0,2.9999999999999996,1040.0
U0166,Venkat Rajan,46.0,Male,Tiruchirappalli,Tamil Nadu,Tamil,2021-01-15,Annual Ebook,2021-01-31,2022-01-31,dataset_1,3.0,3.0,360.0,2.9999999999999996,1972.0
U0167, Kamala Mishra ,21.0,Female,Bengaluru,Karnataka,English,2021-07-12,Annual Ebook,0,0,dataset_1,4.0,4.0,1314.0,4.0,1794.0
U0168,DEV Raghunathan,34.0,Male,Jaipur,Rajasthan,Hindi,2022-05-25,Annual Ebook,2022-06-05,2023-06-05,dataset_1,1.0,1.0,0.0,1.0,1477.0
U0169,Rohan Banerjee,55.0,Male,Kolkata,Kerala,Malayalam,2019-06-18,Audiobook Subscription,2019-06-21,2020-06-20,dataset_1,2.0,2.0,322.0,2.0,2549.0
U0170, Karthik Reddy ,67.0,Female,Thrissur,Kerala,Malayalam,2019-05-05,Quarterly Ebook,2019-07-24,2019-10-22,dataset_1,3.0,3.0,465.0,2.9999999999999996,2593.0
U0171,Vimala Raghunathan,37.0,Male,Bhopal,Madhya Pradesh,Hindi,2019-10-26,Annual Ebook,2019-11-15,2020-11-14,dataset_1,4.0,4.0,1966.0,4.0,2419.0
U0172,Sundar Joshi,41.0,Male,Thiruvananthapuram,Kerala,Malayalam,2022-11-15,Audiobook Subscription,2022-12-01,2023-12-01,dataset_1,1.0,1.0,0.0,1.0,1303.0
U0173,Indira Singh,24.0,Male,Thanjavur,Tamil Nadu,English,2020-02-01,Annual Ebook,0,0,dataset_1,6.0,6.0,689.0,5.999999999999999,2321.0
U0174,Valli Rajput,28.0,Female,Kolkata,West Bengal,Hindi,2020-10-14,Quarterly Ebook,2020-12-18,2021-03-18,dataset_1,6.0,5.0,1394.0,5.699999999999999,2065.0
U0175,SAROJA Agarwal,49.0,Male,Lucknow,Uttar Pradesh,Telugu,2021-05-31,Annual Ebook,2021-06-06,2022-06-06,dataset_1,3.0,3.0,1048.0,2.9999999999999996,1836.0
U0176,Suresh Raghunathan,59.0,Female,Chennai,Tamil Nadu,Tamil,2021-12-19,Annual Ebook,2022-02-08,2023-02-08,dataset_1,10.0,10.0,1506.0,10.0,1634.0
U0177,Balu Reddy,54.0,Female,Bengaluru,Karnataka,Kannada,2024-01-19,Annual Ebook,2024-02-23,2025-02-22,dataset_1,9.0,6.0,1595.0,8.1,873.0
U0178,Kalai Ghosh,26.0,Other,Kollam,Kerala,Malayalam,2023-02-06,Annual Ebook,2023-03-03,2024-03-02,dataset_1,2.0,2.0,1354.0,2.0,1220.0
U0179,Amudha Mishra,20.0,Male,Mysuru,Karnataka,Kannada,2020-09-02,Annual Ebook,2020-11-06,2021-11-06,dataset_1,12.0,12.0,1692.0,11.999999999999998,2107.0
U0180, Sunita Rajan ,38.0,Male,Jaipur,Rajasthan,English,2024-09-08,Audiobook Subscription,2024-11-15,2025-11-15,dataset_1,5.0,5.0,613.0,5.0,640.0
U0181,Nithin Chakraborty,48.0,Female,Kochi,Kerala,Malayalam,2022-06-14,Annual Ebook,2022-09-10,2023-09-10,dataset_1,1.0,1.0,0.0,1.0,1457.0
U0182,Ajith Sharma,34.0,Female,Thrissur,Kerala,Malayalam,2019-07-30,Annual Ebook,2019-08-20,2020-08-19,dataset_1,7.0,6.0,1705.0,6.699999999999999,2507.0
U0183,chandra das,41.0,Female,Kochi,Kerala,English,2020-03-26,Annual Ebook,0,0,dataset_1,6.0,6.0,863.0,5.999999999999999,2267.0
U0184,Sundar Rajan,44.0,Female,Thrissur,Kerala,Malayalam,2019-09-13,Annual Ebook,2019-11-18,2020-11-17,dataset_1,12.0,10.0,1325.0,11.399999999999999,2462.0
U0185,Prasad Chaudhari,60.0,Male,Tirunelveli,Tamil Nadu,Tamil,2022-11-03,Quarterly Ebook,2023-01-28,2023-04-28,dataset_1,10.0,7.0,1431.0,9.1,1315.0
U0186,Anbu Ghosh,62.0,Male,Erode,Tamil Nadu,Tamil,2021-07-10,Audiobook Subscription,2021-08-17,0,dataset_1,0.0,0.0,0.0,0.0,1796.0
U0187,anbu raghunathan,62.0,Female,Hubballi,Karnataka,Kannada,2022-01-25,Annual Ebook,0,0,dataset_1,4.0,3.0,770.0,3.6999999999999997,1597.0
U0188,Selvi Ghosh,43.0,Female,Delhi,Delhi,Hindi,2022-03-24,Audiobook Subscription,2022-04-03,2023-04-03,dataset_1,1.0,1.0,0.0,1.0,1539.0
U0189,Selvam Kulkarni,65.0,Male,Nizamabad,Telangana,Telugu,2022-01-17,Annual Ebook,0,0,dataset_1,8.0,6.0,757.0,7.3999999999999995,1605.0
U0190,Ramesh Varma,21.0,Female,Guntur,Andhra Pradesh,English,2023-08-20,Annual Ebook,0,0,dataset_1,3.0,3.0,887.0,2.9999999999999996,1025.0
U0191,Akash Iyer,26.0,Male,Tirunelveli,Tamil Nadu,Tamil,2024-05-02,Quarterly Ebook,2024-05-27,2024-08-25,dataset_1,2.0,2.0,891.0,2.0,769.0
U0192,Sathya Raghunathan,59.0,Male,Guntur,Andhra Pradesh,English,2019-06-02,Audiobook Subscription,2019-06-24,2020-06-23,dataset_1,1.0,1.0,0.0,1.0,2565.0
U0193, Nirmala Ramaswamy ,20.0,Other,Hyderabad,Telangana,Telugu,2022-03-31,Audiobook Subscription,2022-04-01,0,dataset_1,1.0,1.0,0.0,1.0,1532.0
U0194,Sunil Naidu,39.0,Male,Lucknow,Uttar Pradesh,Tamil,2020-07-03,Audiobook Subscription,2020-08-31,2021-08-31,dataset_1,1.0,1.0,0.0,1.0,2168.0
U0195,KRISHNA Venkatesh,39.0,Male,Thanjavur,Tamil Nadu,English,2022-10-12,Annual Ebook,2022-12-23,2023-12-23,dataset_1,1.0,1.0,0.0,1.0,1337.0
U0196,Balaji Venkatesh,58.0,Female,Kolkata,West Bengal,Hindi,2020-01-26,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,2327.0
U0197,Sunita Kaur,33.0,Male,Davangere,Karnataka,Telugu,2022-05-21,Annual Ebook,2022-08-02,2023-08-02,dataset_1,1.0,1.0,0.0,1.0,1481.0
U0198,Priya Chandrasekaran,62.0,Male,Davangere,Karnataka,English,2024-08-20,Audiobook Subscription,2024-11-18,2025-11-18,dataset_1,11.0,9.0,1795.0,10.399999999999999,659.0
U0199,Anbu Natarajan,58.0,Female,Vijayawada,Andhra Pradesh,English,2020-07-01,Quarterly Ebook,2020-08-28,2020-11-26,dataset_1,6.0,5.0,1502.0,5.699999999999999,2170.0
U0200,Tamilarasi Prasad,62.0,Female,Nizamabad,Telangana,Telugu,2021-10-10,Annual Ebook,2021-12-25,2022-12-25,dataset_1,10.0,9.0,1957.0,9.7,1704.0
U0201,Karthik Tiwari,63.0,Male,Pune,Maharashtra,Hindi,2024-09-01,Annual Ebook,0,0,dataset_1,3.0,3.0,88.0,2.9999999999999996,647.0
U0202,Aditya Murugesan,51.0,Male,Kolkata,Kerala,Malayalam,2024-09-21,Quarterly Ebook,2024-09-28,2024-12-27,dataset_1,5.0,4.0,1346.0,4.7,627.0
U0203,Vignesh Krishnan,47.0,Female,Kolkata,Kerala,Malayalam,2023-06-10,Annual Ebook,0,0,dataset_1,6.0,5.0,1065.0,5.699999999999999,1096.0
U0204,Arjun Narayanan,20.0,Male,Nizamabad,Telangana,Telugu,2019-10-10,Audiobook Subscription,2019-12-09,0,dataset_1,1.0,1.0,0.0,1.0,2435.0
U0205,Vikram Raghunathan,67.0,Male,Kozhikode,Kerala,Malayalam,2023-03-14,Audiobook Subscription,2023-05-01,2024-04-30,dataset_1,1.0,1.0,0.0,1.0,1184.0
U0206,Radha Verma,41.0,Female,Delhi,Delhi,English,2022-11-25,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1293.0
U0207,Aditya Mehta,64.0,Other,Mumbai,Maharashtra,Telugu,2024-03-11,Annual Ebook,2024-05-19,2025-05-19,dataset_1,3.0,3.0,942.0,2.9999999999999996,821.0
U0208,Praveen Pandey,32.0,Male,Thanjavur,Tamil Nadu,Tamil,2020-04-07,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,2255.0
U0209,Surya Joshi,41.0,Male,Vijayawada,Andhra Pradesh,Telugu,2019-07-19,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,2518.0
U0210,Deepa Mehta,52.0,Male,Mumbai,Maharashtra,Hindi,2022-03-30,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1533.0
U0211,Nandini Naidu,56.0,Female,Ahmedabad,Gujarat,Hindi,2020-08-09,Audiobook Subscription,2020-10-14,2021-10-14,dataset_1,1.0,1.0,0.0,1.0,2131.0
U0212,Ravi Joshi,21.0,Female,Kozhikode,Kerala,Malayalam,2023-10-16,Annual Ebook,2023-10-22,2024-10-21,dataset_1,1.0,1.0,0.0,1.0,968.0
U0213,Selvam Banerjee,68.0,Female,Belagavi,Karnataka,Kannada,2021-01-23,Annual Ebook,0,2022-03-24,dataset_1,1.0,1.0,0.0,1.0,1964.0
U0214,Senthil Sundaram,63.0,Male,Coimbatore,Tamil Nadu,Tamil,2023-09-03,Annual Ebook,2023-09-20,2024-09-19,dataset_1,1.0,1.0,0.0,1.0,1011.0
U0215,Valli Balasubramanian,39.0,Female,Kolkata,West Bengal,Hindi,2021-02-19,Annual Ebook,0,0,dataset_1,3.0,3.0,910.0,2.9999999999999996,1937.0
U0216,Kumar Ghosh,20.0,Female,Thrissur,Kerala,Malayalam,2021-06-07,Quarterly Ebook,2021-07-19,2021-10-17,dataset_1,10.0,9.0,1546.0,9.7,1829.0
U0217,Sunil Kumar,30.0,Female,Thrissur,Kerala,Malayalam,2021-04-17,Quarterly Ebook,2021-05-17,2021-08-15,dataset_1,2.0,2.0,115.0,2.0,1880.0
U0218,siva rajan,42.0,Male,Bengaluru,Karnataka,Kannada,2024-07-29,Quarterly Ebook,2024-09-27,2024-12-26,dataset_1,2.0,2.0,560.0,2.0,681.0
U0219, Indira Rajan ,41.0,Male,Erode,Tamil Nadu,English,2021-12-04,Annual Ebook,2022-02-16,2023-02-16,dataset_1,2.0,2.0,335.0,2.0,1649.0
U0220,Deepak Joshi,30.0,Male,Kannur,Kerala,Malayalam,2022-10-14,Annual Ebook,0,0,dataset_1,2.0,2.0,789.0,2.0,1335.0
U0221,nithin banerjee,47.0,Male,Tirunelveli,Tamil Nadu,Tamil,2024-06-23,Annual Ebook,0,0,dataset_1,11.0,11.0,1585.0,11.0,717.0
U0222, Vimala Banerjee ,51.0,Male,Mumbai,Maharashtra,Tamil,2023-08-17,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1028.0
U0223,Ajith Sundaram,27.0,Male,Hubballi,Karnataka,Kannada,2024-06-02,Annual Ebook,2024-06-04,2025-06-04,dataset_1,2.0,2.0,380.0,2.0,738.0
U0224,Arjun Pandey,18.0,Male,Nizamabad,Telangana,English,2023-10-30,Audiobook Subscription,2023-11-21,2024-11-20,dataset_1,2.0,2.0,106.0,2.0,954.0
U0225,Pooja Iyer,33.0,Male,Kannur,Kerala,Malayalam,2023-06-14,Annual Ebook,0,0,dataset_1,10.0,8.0,1344.0,9.4,1092.0
U0226,Asha Patil,62.0,Male,Madurai,Tamil Nadu,Tamil,,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,0.0
U0227,Kumar Verma,21.0,Female,Madurai,Tamil Nadu,Tamil,2022-09-18,Annual Ebook,2022-09-30,2023-09-30,dataset_1,6.0,6.0,1701.0,5.999999999999999,1361.0
U0228,Chandra Reddy,62.0,Female,Coimbatore,Tamil Nadu,Tamil,2022-02-22,Audiobook Subscription,2022-05-05,2023-05-05,dataset_1,10.0,10.0,1497.0,10.0,1569.0
U0229,Surya Reddy,38.0,Male,Tiruchirappalli,Tamil Nadu,Tamil,2019-11-12,Annual Ebook,0,0,dataset_1,4.0,4.0,1559.0,4.0,2402.0
U0230,Manoj Balasubramanian,42.0,Female,Mangaluru,Karnataka,English,2019-11-18,Quarterly Ebook,2020-01-01,2020-03-31,dataset_1,3.0,3.0,686.0,2.9999999999999996,2396.0
U0231,Suresh Iyer,22.0,Male,Vijayawada,Andhra Pradesh,Telugu,2022-08-29,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1381.0
U0232,Krishna Kulkarni,40.0,Female,Tirunelveli,Tamil Nadu,Tamil,2023-04-06,Annual Ebook,0,0,dataset_1,3.0,3.0,1425.0,2.9999999999999996,1161.0
U0233,kalai raghunathan,63.0,Male,Mangaluru,Karnataka,Kannada,2020-09-23,Annual Ebook,2020-11-02,2021-11-02,dataset_1,2.0,2.0,287.0,2.0,2086.0
U0234,Balu Iyer,37.0,Male,Kolkata,Tamil Nadu,English,2023-11-01,Quarterly Ebook,2024-01-11,2024-04-10,dataset_1,3.0,3.0,670.0,2.9999999999999996,952.0
U0235,Sumathi Joshi,23.0,Male,Vijayawada,Andhra Pradesh,Telugu,2019-02-20,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,2667.0
U0236,valli rao,53.0,Female,Delhi,Delhi,English,2020-11-25,Annual Ebook,0,0,dataset_1,11.0,9.0,1511.0,10.399999999999999,2023.0
U0237,Sunil Srinivasan,22.0,Male,Bengaluru,Karnataka,Kannada,2023-01-19,Annual Ebook,0,0,dataset_1,3.0,3.0,984.0,2.9999999999999996,1238.0
U0238,Padma Das,41.0,Male,Bengaluru,Karnataka,Kannada,2022-09-22,Audiobook Subscription,2022-11-09,2023-11-09,dataset_1,1.0,1.0,0.0,1.0,1357.0
U0239,Mani Kulkarni,70.0,Female,Vijayawada,Andhra Pradesh,Telugu,2021-04-02,Quarterly Ebook,2021-04-24,2021-07-23,dataset_1,9.0,5.0,1531.0,7.8,1895.0
U0240,Ashwin Rajan,62.0,Female,Ahmedabad,Gujarat,Hindi,2022-02-22,Audiobook Subscription,2022-04-13,2023-04-13,dataset_1,2.0,2.0,862.0,2.0,1569.0
U0241, Balu Menon ,30.0,Female,Kochi,Kerala,English,2024-03-05,Audiobook Subscription,2024-03-31,2025-03-31,dataset_1,1.0,1.0,0.0,1.0,827.0
U0242,SUNDAR Raghunathan,22.0,Female,Belagavi,Karnataka,Kannada,2022-05-25,Annual Ebook,0,0,dataset_1,3.0,3.0,518.0,2.9999999999999996,1477.0
U0243,surya murugesan,68.0,Male,Vijayawada,Andhra Pradesh,Telugu,2024-12-28,Quarterly Ebook,2025-03-26,2025-06-24,dataset_1,6.0,5.0,818.0,5.699999999999999,529.0
U0244,Nirmala Pandey,41.0,Female,Pune,Maharashtra,Telugu,2021-10-13,Annual Ebook,2021-11-27,2022-11-27,dataset_1,2.0,2.0,179.0,2.0,1701.0
U0245,Revathi Banerjee,41.0,Other,Mangaluru,Karnataka,Kannada,2023-10-30,Annual Ebook,0,0,dataset_1,11.0,9.0,1450.0,10.399999999999999,954.0
U0246,Srinivas Chandrasekaran,65.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2023-05-22,Quarterly Ebook,2023-08-16,2023-11-14,dataset_1,1.0,1.0,0.0,1.0,1115.0
U0247,Bharati Bose,40.0,Other,Bengaluru,Karnataka,Telugu,2019-12-18,Annual Ebook,0,0,dataset_1,7.0,7.0,1444.0,7.0,2366.0
U0248,Nandini Murugesan,39.0,Male,Kolkata,Telangana,Telugu,2023-11-30,Annual Ebook,2024-01-26,2025-01-25,dataset_1,1.0,1.0,0.0,1.0,923.0
U0249,Dinesh Pillai,69.0,Female,Mysuru,Karnataka,English,2020-11-04,Audiobook Subscription,2020-12-05,2021-12-05,dataset_1,11.0,9.0,1716.0,10.399999999999999,2044.0
U0250,Dev Ramaswamy,39.0,Female,Ahmedabad,Gujarat,Tamil,2021-01-25,Annual Ebook,0,0,dataset_1,3.0,3.0,785.0,2.9999999999999996,1962.0
U0251,Surya Desai,65.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2021-05-29,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1838.0
U0252,SATHYA Chakraborty,22.0,Female,Nizamabad,Telangana,Telugu,2021-03-18,Quarterly Ebook,2021-04-20,2021-07-19,dataset_1,1.0,1.0,0.0,1.0,1910.0
U0253,Parvathi Agarwal,58.0,Male,Mangaluru,Karnataka,Telugu,2022-12-12,Audiobook Subscription,2023-03-01,2024-02-29,dataset_1,3.0,3.0,983.0,2.9999999999999996,1276.0
U0254,harish ghosh,37.0,Female,Kochi,Kerala,Malayalam,2021-09-04,Annual Ebook,0,0,dataset_1,11.0,7.0,1791.0,9.799999999999999,1740.0
U0255,Saranya Singh,50.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2024-06-16,Annual Ebook,2024-09-12,2025-09-12,dataset_1,2.0,2.0,677.0,2.0,724.0
U0256,Yuvan Ramaswamy,49.0,Male,Kannur,Kerala,Malayalam,2023-01-10,Audiobook Subscription,2023-03-13,2024-03-12,dataset_1,8.0,8.0,1641.0,8.0,1247.0
U0257,SUNITA Venkatesh,53.0,Female,Kochi,Kerala,Malayalam,2023-12-24,Quarterly Ebook,2024-01-03,2024-04-02,dataset_1,1.0,1.0,0.0,1.0,899.0
U0258,manoj sharma,32.0,Male,Nizamabad,Telangana,English,2024-02-17,Annual Ebook,2024-04-20,2025-04-20,dataset_1,1.0,1.0,0.0,1.0,844.0
U0259,Siva Mishra,25.0,Male,Hubballi,Karnataka,Kannada,2019-06-20,Annual Ebook,2019-08-15,2020-08-14,dataset_1,9.0,9.0,1530.0,9.0,2547.0
U0260, Vimala Narayanan ,24.0,Female,Erode,Tamil Nadu,Tamil,2019-05-13,Quarterly Ebook,2019-06-26,2019-09-24,dataset_1,1.0,1.0,0.0,1.0,2585.0
U0261,LAKSHMI Kulkarni,25.0,Female,Kollam,Kerala,Malayalam,2022-12-07,Audiobook Subscription,2023-02-23,2024-02-23,dataset_1,1.0,1.0,0.0,1.0,1281.0
U0262,Ajith Desai,26.0,Female,Mumbai,Maharashtra,English,,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,0.0
U0263,Aditya Subramaniam,63.0,Male,Warangal,Telangana,Telugu,2020-07-09,Audiobook Subscription,2020-08-30,2021-08-30,dataset_1,10.0,8.0,1529.0,9.4,2162.0
U0264,KAVITHA Srinivasan,26.0,Female,Tiruchirappalli,Tamil Nadu,Tamil,2021-10-10,Annual Ebook,2022-01-04,2023-01-04,dataset_1,2.0,2.0,975.0,2.0,1704.0
U0265,Ashwin Agarwal,58.0,Male,Kolkata,Karnataka,Kannada,2020-01-17,Quarterly Ebook,2020-02-21,2020-05-21,dataset_1,3.0,2.0,783.0,2.6999999999999997,2336.0
U0266,Karthi Singh,49.0,Male,Thrissur,Kerala,English,2024-02-21,Annual Ebook,2024-05-20,2025-05-20,dataset_1,1.0,1.0,0.0,1.0,840.0
U0267,jayanthi pillai,43.0,Male,Vellore,Tamil Nadu,Tamil,2022-03-07,Annual Ebook,0,0,dataset_1,9.0,9.0,1556.0,9.0,1556.0
U0268,Selvi Krishnan,49.0,Female,Mumbai,Maharashtra,Hindi,2024-02-26,Annual Ebook,0,0,dataset_1,5.0,5.0,2154.0,5.0,835.0
U0269,Ganesh Kulkarni,45.0,Male,Tiruchirappalli,Tamil Nadu,Tamil,2022-01-27,Annual Ebook,0,0,dataset_1,7.0,6.0,960.0,6.699999999999999,1595.0
U0270,Balu Chandrasekaran,60.0,Female,Mangaluru,Karnataka,Kannada,2021-08-17,Quarterly Ebook,2021-08-28,2021-11-26,dataset_1,12.0,9.0,1513.0,11.099999999999998,1758.0
U0271,Ilaiyaraja Iyer,48.0,Male,Warangal,Telangana,Telugu,2019-02-03,Annual Ebook,2019-02-18,2020-02-18,dataset_1,3.0,3.0,1703.0,2.9999999999999996,2684.0
U0272,Praveen Bose,22.0,Male,Kollam,Kerala,English,2023-02-14,Audiobook Subscription,2023-03-03,2024-03-02,dataset_1,1.0,1.0,0.0,1.0,1212.0
U0273,Kumar Krishnan,61.0,Male,Chennai,Tamil Nadu,Tamil,2023-12-08,Quarterly Ebook,2024-01-04,2024-04-03,dataset_1,2.0,2.0,25.0,2.0,915.0
U0274, Ajith Murugesan ,57.0,Female,Kolkata,Maharashtra,Tamil,2020-07-27,Annual Ebook,2020-10-10,2021-10-10,dataset_1,3.0,3.0,269.0,2.9999999999999996,2144.0
U0275,Nandini Verma,45.0,Male,Thanjavur,Tamil Nadu,English,2022-03-13,Annual Ebook,2022-06-09,2023-06-09,dataset_1,7.0,6.0,1186.0,6.699999999999999,1550.0
U0276,ANANYA Chatterjee,31.0,Female,Kozhikode,Kerala,Malayalam,2019-08-12,Annual Ebook,2019-09-11,2020-09-10,dataset_1,6.0,6.0,1402.0,5.999999999999999,2494.0
U0277,Anitha Verma,49.0,Female,Chennai,Tamil Nadu,Tamil,2020-06-24,Quarterly Ebook,2020-09-04,2020-12-03,dataset_1,2.0,2.0,154.0,2.0,2177.0
U0278,Nirmala Singh,29.0,Female,Pune,Maharashtra,Hindi,2019-10-04,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,2441.0
U0279, Sowmya Reddy ,68.0,Male,Thiruvananthapuram,Kerala,Malayalam,2023-10-01,Annual Ebook,2023-10-11,2024-10-10,dataset_1,1.0,1.0,0.0,1.0,983.0
U0280,Meenakshi Pandey,27.0,Male,Warangal,Telangana,Telugu,2020-09-28,Quarterly Ebook,2020-11-17,2021-02-15,dataset_1,11.0,10.0,1578.0,10.7,2081.0
U0281,bharati das,59.0,Female,Thiruvananthapuram,Kerala,Telugu,2021-09-04,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1740.0
U0282,Lakshmi Desai,57.0,Female,Kozhikode,Kerala,Malayalam,2020-05-04,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,2228.0
U0283,Sunita Bose,49.0,Female,Kollam,Kerala,Malayalam,2023-03-04,Annual Ebook,0,0,dataset_1,12.0,10.0,1828.0,11.399999999999999,1194.0
U0284,prema srinivasan,25.0,Female,Kolkata,Kerala,Malayalam,2019-09-19,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,2456.0
U0285,Selvi Das,47.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2021-11-10,Annual Ebook,2022-01-22,2023-01-22,dataset_1,3.0,3.0,1335.0,2.9999999999999996,1673.0
U0286,Balaji Menon,41.0,Male,Mumbai,Maharashtra,Hindi,2024-04-16,Quarterly Ebook,2024-05-05,2024-08-03,dataset_1,2.0,2.0,90.0,2.0,785.0
U0287,Harish Reddy,63.0,Female,Mysuru,Karnataka,Kannada,2022-08-03,Annual Ebook,0,0,dataset_1,6.0,5.0,674.0,5.699999999999999,1407.0
U0288,Meena Naidu,50.0,Female,Erode,Tamil Nadu,Tamil,2023-07-01,Annual Ebook,0,0,dataset_1,10.0,10.0,1141.0,10.0,1075.0
U0289,saroja raghunathan,37.0,Male,Kolkata,Tamil Nadu,English,2022-05-29,Annual Ebook,2022-06-29,2023-06-29,dataset_1,1.0,1.0,0.0,1.0,1473.0
U0290,Saroja Singh,49.0,Other,Kozhikode,Kerala,Malayalam,2021-10-01,Annual Ebook,0,0,dataset_1,3.0,2.0,1320.0,2.6999999999999997,1713.0
U0291,Naveen Sharma,41.0,Female,Chennai,Tamil Nadu,English,2023-03-22,Audiobook Subscription,2023-04-30,2024-04-29,dataset_1,1.0,1.0,0.0,1.0,1176.0
U0292,Pooja Narayanan,41.0,Male,Delhi,Delhi,English,2020-01-17,Annual Ebook,0,0,dataset_1,3.0,3.0,934.0,2.9999999999999996,2336.0
U0293,Uma Tiwari,41.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2023-06-04,Annual Ebook,0,0,dataset_1,7.0,6.0,1114.0,6.699999999999999,1102.0
U0294,Manoj Nair,26.0,Male,Mysuru,Karnataka,Kannada,2022-08-29,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1381.0
U0295,Krishna Sundaram,30.0,Male,Salem,Tamil Nadu,English,2024-01-16,Quarterly Ebook,0,2024-06-06,dataset_1,8.0,7.0,767.0,7.699999999999999,876.0
U0296,Divya Pandey,67.0,Male,Thanjavur,Tamil Nadu,English,2022-05-31,Audiobook Subscription,0,2023-08-28,dataset_1,1.0,1.0,0.0,1.0,1471.0
U0297,Amudha Reddy,41.0,Male,Hubballi,Karnataka,Kannada,2022-05-09,Annual Ebook,0,0,dataset_1,1.0,1.0,0.0,1.0,1493.0
