user_id,user_name,age,gender,city,state,preferred_language,signup_date,subscription_type,subscription_start_date,subscription_end_date,source
U0198,Priya Chandrasekaran,62.0,Male,Davangere,Karnataka,English,2024-08-20,Audiobook Subscription,2024-11-18,2025-11-18,dataset_1
U0199,Anbu Natarajan,58.0,Female,Vijayawada,Andhra Pradesh,English,2020-07-01,Quarterly Ebook,2020-08-28,2020-11-26,dataset_1
U0200,Tamilarasi Prasad,62.0,Female,Nizamabad,Telangana,Telugu,2021-10-10,Annual Ebook,2021-12-25,2022-12-25,dataset_1
U0201,Karthik Tiwari,63.0,Male,Pune,Maharashtra,Hindi,2024-09-01,Annual Ebook,,,dataset_1
U0202,Aditya Murugesan,51.0,Male,Kolkata,Kerala,Malayalam,2024-09-21,Quarterly Ebook,2024-09-28,2024-12-27,dataset_1
U0203,Vignesh Krishnan,47.0,Female,Kolkata,Kerala,Malayalam,2023-06-10,Annual Ebook,,,dataset_1
U0204,Arjun Narayanan,20.0,Male,Nizamabad,Telangana,Telugu,2019-10-10,Audiobook Subscription,2019-12-09,,dataset_1
U0205,Vikram Raghunathan,67.0,Male,Kozhikode,Kerala,Malayalam,2023-03-14,Audiobook Subscription,2023-05-01,2024-04-30,dataset_1
U0206,Radha Verma,41.0,Female,Delhi,Delhi,English,2022-11-25,Annual Ebook,,,dataset_1
U0207,Aditya Mehta,64.0,Other,Mumbai,Maharashtra,Telugu,2024-03-11,Annual Ebook,2024-05-19,2025-05-19,dataset_1
U0208,Praveen Pandey,32.0,Male,Thanjavur,Tamil Nadu,Tamil,2020-04-07,Annual Ebook,,,dataset_1
U0209,Surya Joshi,41.0,Male,Vijayawada,Andhra Pradesh,Telugu,2019-07-19,Annual Ebook,,,dataset_1
U0210,Deepa Mehta,52.0,Male,Mumbai,Maharashtra,Hindi,2022-03-30,Annual Ebook,,,dataset_1
U0211,Nandini Naidu,56.0,Female,Ahmedabad,Gujarat,Hindi,2020-08-09,Audiobook Subscription,2020-10-14,2021-10-14,dataset_1
U0212,Ravi Joshi,21.0,Female,Kozhikode,Kerala,Malayalam,2023-10-16,Annual Ebook,2023-10-22,2024-10-21,dataset_1
U0213,Selvam Banerjee,68.0,Female,Belagavi,Karnataka,Kannada,2021-01-23,Annual Ebook,,2022-03-24,dataset_1
U0214,Senthil Sundaram,63.0,Male,Coimbatore,Tamil Nadu,Tamil,2023-09-03,Annual Ebook,2023-09-20,2024-09-19,dataset_1
U0215,Valli Balasubramanian,39.0,Female,Kolkata,West Bengal,Hindi,2021-02-19,Annual Ebook,,,dataset_1
U0216,Kumar Ghosh,20.0,Female,Thrissur,Kerala,Malayalam,2021-06-07,Quarterly Ebook,2021-07-19,2021-10-17,dataset_1
U0217,Sunil Kumar,30.0,Female,Thrissur,Kerala,Malayalam,2021-04-17,Quarterly Ebook,2021-05-17,2021-08-15,dataset_1
U0218,siva rajan,42.0,Male,Bengaluru,Karnataka,Kannada,2024-07-29,Quarterly Ebook,2024-09-27,2024-12-26,dataset_1
U0219, Indira Rajan ,41.0,Male,Erode,Tamil Nadu,English,2021-12-04,Annual Ebook,2022-02-16,2023-02-16,dataset_1
U0220,Deepak Joshi,30.0,Male,Kannur,Kerala,Malayalam,2022-10-14,Annual Ebook,,,dataset_1
U0221,nithin banerjee,47.0,Male,Tirunelveli,Tamil Nadu,Tamil,2024-06-23,Annual Ebook,,,dataset_1
U0222, Vimala Banerjee ,51.0,Male,Mumbai,Maharashtra,Tamil,2023-08-17,Annual Ebook,,,dataset_1
U0223,Ajith Sundaram,27.0,Male,Hubballi,Karnataka,Kannada,2024-06-02,Annual Ebook,2024-06-04,2025-06-04,dataset_1
U0224,Arjun Pandey,18.0,Male,Nizamabad,Telangana,English,2023-10-30,Audiobook Subscription,2023-11-21,2024-11-20,dataset_1
U0225,Pooja Iyer,33.0,Male,Kannur,Kerala,Malayalam,2023-06-14,Annual Ebook,,,dataset_1
U0226,Asha Patil,62.0,Male,Madurai,Tamil Nadu,Tamil,,Annual Ebook,,,dataset_1
U0227,Kumar Verma,21.0,Female,Madurai,Tamil Nadu,Tamil,2022-09-18,Annual Ebook,2022-09-30,2023-09-30,dataset_1
U0228,Chandra Reddy,62.0,Female,Coimbatore,Tamil Nadu,Tamil,2022-02-22,Audiobook Subscription,2022-05-05,2023-05-05,dataset_1
U0229,Surya Reddy,38.0,Male,Tiruchirappalli,Tamil Nadu,Tamil,2019-11-12,Annual Ebook,,,dataset_1
U0230,Manoj Balasubramanian,42.0,Female,Mangaluru,Karnataka,English,2019-11-18,Quarterly Ebook,2020-01-01,2020-03-31,dataset_1
U0231,Suresh Iyer,22.0,Male,Vijayawada,Andhra Pradesh,Telugu,2022-08-29,Annual Ebook,,,dataset_1
U0232,Krishna Kulkarni,40.0,Female,Tirunelveli,Tamil Nadu,Tamil,2023-04-06,Annual Ebook,,,dataset_1
U0233,kalai raghunathan,63.0,Male,Mangaluru,Karnataka,Kannada,2020-09-23,Annual Ebook,2020-11-02,2021-11-02,dataset_1
U0234,Balu Iyer,37.0,Male,Kolkata,Tamil Nadu,English,2023-11-01,Quarterly Ebook,2024-01-11,2024-04-10,dataset_1
U0235,Sumathi Joshi,23.0,Male,Vijayawada,Andhra Pradesh,Telugu,2019-02-20,Annual Ebook,,,dataset_1
U0236,valli rao,53.0,Female,Delhi,Delhi,English,2020-11-25,Annual Ebook,,,dataset_1
U0237,Sunil Srinivasan,22.0,Male,Bengaluru,Karnataka,Kannada,2023-01-19,Annual Ebook,,,dataset_1
U0238,Padma Das,41.0,Male,Bengaluru,Karnataka,Kannada,2022-09-22,Audiobook Subscription,2022-11-09,2023-11-09,dataset_1
U0239,Mani Kulkarni,70.0,Female,Vijayawada,Andhra Pradesh,Telugu,2021-04-02,Quarterly Ebook,2021-04-24,2021-07-23,dataset_1
U0240,Ashwin Rajan,62.0,Female,Ahmedabad,Gujarat,Hindi,2022-02-22,Audiobook Subscription,2022-04-13,2023-04-13,dataset_1
U0241, Balu Menon ,30.0,Female,Kochi,Kerala,English,2024-03-05,Audiobook Subscription,2024-03-31,2025-03-31,dataset_1
U0242,SUNDAR Raghunathan,22.0,Female,Belagavi,Karnataka,Kannada,2022-05-25,Annual Ebook,,,dataset_1
U0243,surya murugesan,68.0,Male,Vijayawada,Andhra Pradesh,Telugu,2024-12-28,Quarterly Ebook,2025-03-26,2025-06-24,dataset_1
U0244,Nirmala Pandey,41.0,Female,Pune,Maharashtra,Telugu,2021-10-13,Annual Ebook,2021-11-27,2022-11-27,dataset_1
U0245,Revathi Banerjee,41.0,Other,Mangaluru,Karnataka,Kannada,2023-10-30,Annual Ebook,,,dataset_1
U0246,Srinivas Chandrasekaran,65.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2023-05-22,Quarterly Ebook,2023-08-16,2023-11-14,dataset_1
U0247,Bharati Bose,40.0,Other,Bengaluru,Karnataka,Telugu,2019-12-18,Annual Ebook,,,dataset_1
U0248,Nandini Murugesan,39.0,Male,Kolkata,Telangana,Telugu,2023-11-30,Annual Ebook,2024-01-26,2025-01-25,dataset_1
U0249,Dinesh Pillai,69.0,Female,Mysuru,Karnataka,English,2020-11-04,Audiobook Subscription,2020-12-05,2021-12-05,dataset_1
U0250,Dev Ramaswamy,39.0,Female,Ahmedabad,Gujarat,Tamil,2021-01-25,Annual Ebook,,,dataset_1
U0251,Surya Desai,65.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2021-05-29,Annual Ebook,,,dataset_1
U0252,SATHYA Chakraborty,22.0,Female,Nizamabad,Telangana,Telugu,2021-03-18,Quarterly Ebook,2021-04-20,2021-07-19,dataset_1
U0253,Parvathi Agarwal,58.0,Male,Mangaluru,Karnataka,Telugu,2022-12-12,Audiobook Subscription,2023-03-01,2024-02-29,dataset_1
U0254,harish ghosh,37.0,Female,Kochi,Kerala,Malayalam,2021-09-04,Annual Ebook,,,dataset_1
U0255,Saranya Singh,50.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2024-06-16,Annual Ebook,2024-09-12,2025-09-12,dataset_1
U0256,Yuvan Ramaswamy,49.0,Male,Kannur,Kerala,Malayalam,2023-01-10,Audiobook Subscription,2023-03-13,2024-03-12,dataset_1
U0257,SUNITA Venkatesh,53.0,Female,Kochi,Kerala,Malayalam,2023-12-24,Quarterly Ebook,2024-01-03,2024-04-02,dataset_1
U0258,manoj sharma,32.0,Male,Nizamabad,Telangana,English,2024-02-17,Annual Ebook,2024-04-20,2025-04-20,dataset_1
U0259,Siva Mishra,25.0,Male,Hubballi,Karnataka,Kannada,2019-06-20,Annual Ebook,2019-08-15,2020-08-14,dataset_1
U0260, Vimala Narayanan ,24.0,Female,Erode,Tamil Nadu,Tamil,2019-05-13,Quarterly Ebook,2019-06-26,2019-09-24,dataset_1
U0261,LAKSHMI Kulkarni,25.0,Female,Kollam,Kerala,Malayalam,2022-12-07,Audiobook Subscription,2023-02-23,2024-02-23,dataset_1
U0262,Ajith Desai,26.0,Female,Mumbai,Maharashtra,English,,Annual Ebook,,,dataset_1
U0263,Aditya Subramaniam,63.0,Male,Warangal,Telangana,Telugu,2020-07-09,Audiobook Subscription,2020-08-30,2021-08-30,dataset_1
U0264,KAVITHA Srinivasan,26.0,Female,Tiruchirappalli,Tamil Nadu,Tamil,2021-10-10,Annual Ebook,2022-01-04,2023-01-04,dataset_1
U0265,Ashwin Agarwal,58.0,Male,Kolkata,Karnataka,Kannada,2020-01-17,Quarterly Ebook,2020-02-21,2020-05-21,dataset_1
U0266,Karthi Singh,49.0,Male,Thrissur,Kerala,English,2024-02-21,Annual Ebook,2024-05-20,2025-05-20,dataset_1
U0267,jayanthi pillai,43.0,Male,Vellore,Tamil Nadu,Tamil,2022-03-07,Annual Ebook,,,dataset_1
U0268,Selvi Krishnan,49.0,Female,Mumbai,Maharashtra,Hindi,2024-02-26,Annual Ebook,,,dataset_1
U0269,Ganesh Kulkarni,45.0,Male,Tiruchirappalli,Tamil Nadu,Tamil,2022-01-27,Annual Ebook,,,dataset_1
U0270,Balu Chandrasekaran,60.0,Female,Mangaluru,Karnataka,Kannada,2021-08-17,Quarterly Ebook,2021-08-28,2021-11-26,dataset_1
U0271,Ilaiyaraja Iyer,48.0,Male,Warangal,Telangana,Telugu,2019-02-03,Annual Ebook,2019-02-18,2020-02-18,dataset_1
U0272,Praveen Bose,22.0,Male,Kollam,Kerala,English,2023-02-14,Audiobook Subscription,2023-03-03,2024-03-02,dataset_1
U0273,Kumar Krishnan,61.0,Male,Chennai,Tamil Nadu,Tamil,2023-12-08,Quarterly Ebook,2024-01-04,2024-04-03,dataset_1
U0274, Ajith Murugesan ,57.0,Female,Kolkata,Maharashtra,Tamil,2020-07-27,Annual Ebook,2020-10-10,2021-10-10,dataset_1
U0275,Nandini Verma,45.0,Male,Thanjavur,Tamil Nadu,English,2022-03-13,Annual Ebook,2022-06-09,2023-06-09,dataset_1
U0276,ANANYA Chatterjee,31.0,Female,Kozhikode,Kerala,Malayalam,2019-08-12,Annual Ebook,2019-09-11,2020-09-10,dataset_1
U0277,Anitha Verma,49.0,Female,Chennai,Tamil Nadu,Tamil,2020-06-24,Quarterly Ebook,2020-09-04,2020-12-03,dataset_1
U0278,Nirmala Singh,29.0,Female,Pune,Maharashtra,Hindi,2019-10-04,Annual Ebook,,,dataset_1
U0279, Sowmya Reddy ,68.0,Male,Thiruvananthapuram,Kerala,Malayalam,2023-10-01,Annual Ebook,2023-10-11,2024-10-10,dataset_1
U0280,Meenakshi Pandey,27.0,Male,Warangal,Telangana,Telugu,2020-09-28,Quarterly Ebook,2020-11-17,2021-02-15,dataset_1
U0281,bharati das,59.0,Female,Thiruvananthapuram,Kerala,Telugu,2021-09-04,Annual Ebook,,,dataset_1
U0282,Lakshmi Desai,57.0,Female,Kozhikode,Kerala,Malayalam,2020-05-04,Annual Ebook,,,dataset_1
U0283,Sunita Bose,49.0,Female,Kollam,Kerala,Malayalam,2023-03-04,Annual Ebook,,,dataset_1
U0284,prema srinivasan,25.0,Female,Kolkata,Kerala,Malayalam,2019-09-19,Annual Ebook,,,dataset_1
U0285,Selvi Das,47.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2021-11-10,Annual Ebook,2022-01-22,2023-01-22,dataset_1
U0286,Balaji Menon,41.0,Male,Mumbai,Maharashtra,Hindi,2024-04-16,Quarterly Ebook,2024-05-05,2024-08-03,dataset_1
U0287,Harish Reddy,63.0,Female,Mysuru,Karnataka,Kannada,2022-08-03,Annual Ebook,,,dataset_1
U0288,Meena Naidu,50.0,Female,Erode,Tamil Nadu,Tamil,2023-07-01,Annual Ebook,,,dataset_1
U0289,saroja raghunathan,37.0,Male,Kolkata,Tamil Nadu,English,2022-05-29,Annual Ebook,2022-06-29,2023-06-29,dataset_1
U0290,Saroja Singh,49.0,Other,Kozhikode,Kerala,Malayalam,2021-10-01,Annual Ebook,,,dataset_1
U0291,Naveen Sharma,41.0,Female,Chennai,Tamil Nadu,English,2023-03-22,Audiobook Subscription,2023-04-30,2024-04-29,dataset_1
U0292,Pooja Narayanan,41.0,Male,Delhi,Delhi,English,2020-01-17,Annual Ebook,,,dataset_1
U0293,Uma Tiwari,41.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2023-06-04,Annual Ebook,,,dataset_1
U0294,Manoj Nair,26.0,Male,Mysuru,Karnataka,Kannada,2022-08-29,Annual Ebook,,,dataset_1
U0295,Krishna Sundaram,30.0,Male,Salem,Tamil Nadu,English,2024-01-16,Quarterly Ebook,,2024-06-06,dataset_1
U0296,Divya Pandey,67.0,Male,Thanjavur,Tamil Nadu,English,2022-05-31,Audiobook Subscription,,2023-08-28,dataset_1
U0297,Amudha Reddy,41.0,Male,Hubballi,Karnataka,Kannada,2022-05-09,Annual Ebook,,,dataset_1
U0298, Harish Sharma ,46.0,Female,Salem,Tamil Nadu,English,2020-07-26,Annual Ebook,,,dataset_1
U0299,Kavitha Sundaram,70.0,Male,Guntur,Andhra Pradesh,Telugu,2021-11-26,Audiobook Subscription,2021-12-05,2022-12-05,dataset_1
U0300,Rahul Pillai,59.0,Male,Kannur,Kerala,Telugu,2024-03-03,Annual Ebook,,,dataset_1
U0301,SELVI Desai,43.0,Male,Kolkata,Karnataka,Kannada,2021-02-05,Annual Ebook,,,dataset_1
U0302,Radha Murugesan,57.0,Female,Hyderabad,Telangana,Telugu,2024-05-16,Annual Ebook,,,dataset_1
U0303,Hema Verma,30.0,Female,Erode,Tamil Nadu,Tamil,2019-03-21,Audiobook Subscription,2019-05-05,2020-05-04,dataset_1
U0304,sangeetha pandey,40.0,Female,Mangaluru,Karnataka,English,2022-07-30,Annual Ebook,2022-08-02,2023-08-02,dataset_1
U0305,Prema Srinivasan,48.0,Female,Erode,Tamil Nadu,English,2021-09-14,Annual Ebook,,,dataset_1
U0306,guru nair,32.0,Female,Bhopal,Madhya Pradesh,Hindi,2020-12-12,Annual Ebook,,,dataset_1
U0307,BHARATI Rajan,62.0,Male,Thiruvananthapuram,Kerala,Malayalam,2020-08-05,Annual Ebook,2020-08-29,2021-08-29,dataset_1
U0308,Anitha Pandey,49.0,Male,Vijayawada,Andhra Pradesh,English,2024-05-11,Annual Ebook,,,dataset_1
U0309,RAMESH Venkatesh,39.0,Female,Kolkata,West Bengal,Hindi,2020-08-28,Annual Ebook,2020-09-15,2021-09-15,dataset_1
U0310,PREMA Menon,41.0,Female,Kochi,Kerala,Malayalam,2022-10-10,Annual Ebook,,,dataset_1
U0311,sunita subramaniam,45.0,Female,Kolkata,West Bengal,Hindi,2023-01-01,Annual Ebook,,,dataset_1
U0312,Bharati Ramaswamy,64.0,Female,Kozhikode,Kerala,Malayalam,2023-05-23,Audiobook Subscription,2023-08-03,2024-08-02,dataset_1
U0313,Vikram Ramaswamy,41.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2020-07-30,Annual Ebook,,,dataset_1
U0314,Meena Balasubramanian,38.0,Male,Pune,Maharashtra,Telugu,2022-10-07,Quarterly Ebook,2022-11-09,2023-02-07,dataset_1
U0315,Prasad Balasubramanian,40.0,Male,Chennai,Tamil Nadu,Tamil,2023-09-15,Audiobook Subscription,2023-11-06,2024-11-05,dataset_1
U0316,Anitha Verma,42.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2021-07-12,Annual Ebook,,,dataset_1
U0317,Meena Reddy,38.0,Male,Mysuru,Karnataka,Kannada,2020-10-21,Annual Ebook,2020-12-30,2021-12-30,dataset_1
U0318,Lakshmi Patel,57.0,Female,Belagavi,Karnataka,English,2023-11-14,Annual Ebook,,,dataset_1
U0319,Srinivas Patel,30.0,Male,Kozhikode,Kerala,Malayalam,2022-02-27,Annual Ebook,,,dataset_1
U0320,Srinivas Nair,53.0,Female,Hubballi,Karnataka,Kannada,2022-04-21,Audiobook Subscription,2022-07-10,2023-07-10,dataset_1
U0321,Gopal Kaur,19.0,Male,Madurai,Tamil Nadu,Tamil,2022-06-17,Annual Ebook,2022-08-16,2023-08-16,dataset_1
U0322,Nithin Chatterjee,59.0,Male,Mangaluru,Karnataka,English,2019-07-02,Annual Ebook,,,dataset_1
U0323,Saroja Chandrasekaran,35.0,Female,Thiruvananthapuram,Kerala,English,2022-11-09,Audiobook Subscription,2022-12-31,2023-12-31,dataset_1
U0324,Sathya Varma,21.0,Female,Bhopal,Madhya Pradesh,Telugu,2024-04-28,Annual Ebook,2024-05-28,2025-05-28,dataset_1
U0325,Akash Natarajan,63.0,Male,Warangal,Telangana,Telugu,2020-08-26,Annual Ebook,,,dataset_1
U0326,Sathya Kulkarni,28.0,Other,Delhi,Delhi,Hindi,2019-11-17,Audiobook Subscription,2020-01-11,2021-01-10,dataset_1
U0327,Nithya Das,56.0,Male,Pune,Maharashtra,Hindi,2023-06-16,Annual Ebook,2023-07-21,2024-07-20,dataset_1
U0328, Dev Patil ,18.0,Female,Warangal,Telangana,English,2020-09-04,Annual Ebook,,,dataset_1
U0329,bharati varma,24.0,Female,Salem,Tamil Nadu,Tamil,2022-11-09,Audiobook Subscription,2022-12-12,2023-12-12,dataset_1
U0330,Valli Banerjee,56.0,Male,Mangaluru,Karnataka,Kannada,2023-07-04,Annual Ebook,,,dataset_1
U0331,Mani Bose,65.0,Male,Hubballi,Karnataka,Kannada,2022-05-26,Annual Ebook,,,dataset_1
U0332,Nithin Bose,32.0,Male,Lucknow,Uttar Pradesh,Tamil,2022-08-07,Annual Ebook,,,dataset_1
U0333,Nirmala Prasad,41.0,Male,Bhopal,Madhya Pradesh,English,2024-10-16,Audiobook Subscription,2024-10-23,2025-10-23,dataset_1
U0334,Sumathi Subramaniam,63.0,Female,Warangal,Telangana,English,2021-02-28,Audiobook Subscription,2021-03-25,2022-03-25,dataset_1
U0335,Kavitha Balasubramanian,21.0,Female,Thanjavur,Tamil Nadu,Tamil,2024-08-30,Quarterly Ebook,2024-09-14,2024-12-13,dataset_1
U0336,Brindha Sharma,49.0,Female,Hyderabad,Telangana,Telugu,2022-11-11,Annual Ebook,,,dataset_1
U0337,Geetha Bose,19.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2021-07-11,Annual Ebook,2021-08-14,2022-08-14,dataset_1
U0338,Mythili Joshi,67.0,Female,Hyderabad,Telangana,Telugu,2019-02-04,Annual Ebook,,,dataset_1
U0339,amudha natarajan,63.0,Female,Mangaluru,Karnataka,Kannada,2021-06-12,Quarterly Ebook,2021-09-06,2021-12-05,dataset_1
U0340,Dev Rajput,24.0,Male,Kolkata,West Bengal,English,2022-03-03,Annual Ebook,,,dataset_1
U0341,Pooja Kaur,35.0,Male,Jaipur,Rajasthan,English,2022-05-08,Annual Ebook,,,dataset_1
U0342,DEV Balasubramanian,69.0,Female,Bhopal,Madhya Pradesh,English,2020-07-27,Annual Ebook,2020-10-18,2021-10-18,dataset_1
U0343,Anitha Raghunathan,44.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2021-02-16,Annual Ebook,,,dataset_1
U0344,Gomathi Sundaram,58.0,Female,Kolkata,West Bengal,English,2020-11-27,Audiobook Subscription,2021-02-06,2022-02-06,dataset_1
U0345,Saranya Raghunathan,26.0,Female,Nizamabad,Telangana,Telugu,2022-10-06,Annual Ebook,2022-11-03,2023-11-03,dataset_1
U0346,jayanthi sundaram,37.0,Male,Kolkata,West Bengal,Hindi,2022-04-19,Quarterly Ebook,2022-05-04,2022-08-02,dataset_1
U0347,AKASH Nair,55.0,Female,Hyderabad,Telangana,Telugu,2023-04-13,Quarterly Ebook,2023-06-04,2023-09-02,dataset_1
U0348,Suresh Murugesan,30.0,Male,Lucknow,Uttar Pradesh,Hindi,2021-01-08,Annual Ebook,2021-03-11,2022-03-11,dataset_1
U0349, Mani Das ,38.0,Female,Thanjavur,Tamil Nadu,Tamil,2020-11-21,Annual Ebook,2020-12-11,2021-12-11,dataset_1
U0350,Nithin Rao,45.0,Female,Hyderabad,Telangana,English,2024-12-26,Annual Ebook,,,dataset_1
U0351,SHANTHI Kumar,66.0,Female,Kochi,Kerala,Malayalam,2021-10-16,Annual Ebook,,,dataset_1
U0352,Selvam Natarajan,42.0,Female,Madurai,Tamil Nadu,Tamil,2022-04-06,Quarterly Ebook,2022-06-11,2022-09-09,dataset_1
U0353,Gopal Tiwari,61.0,Other,Hyderabad,Telangana,Telugu,2020-11-06,Audiobook Subscription,2020-12-27,2021-12-27,dataset_1
U0354,Rahul Sundaram,26.0,Male,Warangal,Telangana,English,2019-06-03,Quarterly Ebook,2019-08-23,2019-11-21,dataset_1
U0355,Babu Pandey,56.0,Other,Guntur,Andhra Pradesh,English,2020-04-19,Quarterly Ebook,2020-06-06,2020-09-04,dataset_1
U0356,Divya Chaudhari,62.0,Male,Guntur,Andhra Pradesh,Telugu,2020-02-18,Annual Ebook,2020-03-23,2021-03-23,dataset_1
U0357,kalai prasad,41.0,Male,Kozhikode,Kerala,English,2020-04-11,Annual Ebook,2020-06-13,2021-06-13,dataset_1
U0358,Nithya Prasad,34.0,Female,Kolkata,West Bengal,English,2022-04-24,Annual Ebook,,,dataset_1
U0359, Siva Agarwal ,62.0,Female,Chennai,Tamil Nadu,Tamil,2020-03-28,Audiobook Subscription,2020-06-21,,dataset_1
U0360, Anitha Murugesan ,67.0,Female,Salem,Tamil Nadu,Tamil,2024-02-14,Audiobook Subscription,2024-03-22,2025-03-22,dataset_1
U0361,Geetha Patil,70.0,Male,Bengaluru,Karnataka,Kannada,2022-07-04,Quarterly Ebook,,2022-10-16,dataset_1
U0362,Srinivas Reddy,26.0,Female,Hubballi,Karnataka,Kannada,2022-01-03,Audiobook Subscription,2022-01-14,2023-01-14,dataset_1
U0363,Shanthi Patel,43.0,Male,Kannur,Kerala,Malayalam,2024-05-12,Annual Ebook,2024-08-03,2025-08-03,dataset_1
U0364,Revathi Menon,64.0,Male,Delhi,Delhi,Hindi,2024-05-31,Audiobook Subscription,2024-08-25,2025-08-25,dataset_1
U0365,Sundar Ramaswamy,67.0,Male,Kochi,Kerala,Malayalam,2020-06-19,Quarterly Ebook,2020-08-20,2020-11-18,dataset_1
U0366,Murugan Joshi,22.0,Male,Thiruvananthapuram,Kerala,Malayalam,2021-07-06,Audiobook Subscription,2021-09-29,2022-09-29,dataset_1
U0367,Thenmozhi Tiwari,62.0,Female,Kozhikode,Kerala,Malayalam,2023-04-26,Annual Ebook,,,dataset_1
U0368,Vasantha Rajput,59.0,Female,Hyderabad,Telangana,Telugu,2019-11-03,Annual Ebook,2019-12-14,2020-12-13,dataset_1
U0369, Senthil Patel ,21.0,Female,Mangaluru,Karnataka,Kannada,2019-11-19,Quarterly Ebook,2020-01-31,2020-04-30,dataset_1
U0370,RADHA Rao,46.0,Male,Mumbai,Maharashtra,Hindi,2023-08-16,Annual Ebook,,,dataset_1
U0371,SIVA Kumar,68.0,Female,Bengaluru,Karnataka,Kannada,2024-02-12,Audiobook Subscription,2024-03-29,2025-03-29,dataset_1
U0372,SURESH Sundaram,41.0,Female,Hyderabad,Telangana,Telugu,2024-01-28,Annual Ebook,,,dataset_1
U0373,Indira Chatterjee,39.0,Male,Kollam,Kerala,Malayalam,2023-03-12,Annual Ebook,2023-03-17,2024-03-16,dataset_1
U0374,Revathi Agarwal,63.0,Female,Thanjavur,Tamil Nadu,English,2020-05-09,Audiobook Subscription,2020-06-28,2021-06-28,dataset_1
U0375,SOWMYA Patil,30.0,Male,Belagavi,Karnataka,Kannada,2020-05-19,Annual Ebook,2020-07-15,2021-07-15,dataset_1
U0376,Vignesh Chatterjee,50.0,Male,Warangal,Telangana,English,2023-11-08,Audiobook Subscription,2024-01-08,2025-01-07,dataset_1
U0377,Sumathi Ramaswamy,29.0,Female,Mangaluru,Karnataka,Kannada,2022-08-11,Quarterly Ebook,2022-09-29,2022-12-28,dataset_1
U0378, Nirmala Prasad ,41.0,Male,Mysuru,Karnataka,Kannada,2020-06-30,Annual Ebook,,,dataset_1
U0379,AMUDHA Bose,50.0,Male,Mysuru,Karnataka,Kannada,2021-06-09,Annual Ebook,,,dataset_1
U0380,Kalai Chakraborty,40.0,Female,Thiruvananthapuram,Kerala,Malayalam,2020-12-29,Quarterly Ebook,2021-03-27,2021-06-25,dataset_1
U0381,meenakshi rajan,66.0,Male,Visakhapatnam,Andhra Pradesh,Telugu,2024-12-26,Annual Ebook,,,dataset_1
U0382,Praveen Kumar,19.0,Male,Coimbatore,Tamil Nadu,Tamil,2020-10-21,Audiobook Subscription,2021-01-16,2022-01-16,dataset_1
U0383,BABU Murugesan,62.0,Male,Nizamabad,Telangana,Telugu,2024-01-28,Annual Ebook,,,dataset_1
U0384,BALAJI Chaudhari,65.0,Female,Warangal,Telangana,Telugu,2019-07-12,Audiobook Subscription,2019-08-30,2020-08-29,dataset_1
U0385,Nirmala Ghosh,53.0,Male,Vellore,Tamil Nadu,Tamil,2023-12-20,Audiobook Subscription,2024-03-10,2025-03-10,dataset_1
U0386,Ilaiyaraja Chakraborty,66.0,Female,Vellore,Tamil Nadu,Tamil,2022-04-19,Quarterly Ebook,2022-07-15,2022-10-13,dataset_1
U0387, Meena Ramaswamy ,65.0,Female,Belagavi,Karnataka,Telugu,2020-06-16,Annual Ebook,,,dataset_1
U0388,Babu Kumar,63.0,Female,Mysuru,Karnataka,English,2022-05-18,Quarterly Ebook,2022-07-30,2022-10-28,dataset_1
U0389,Siva Gupta,63.0,Male,Tirunelveli,Tamil Nadu,English,2024-08-31,Annual Ebook,,,dataset_1
U0390,Vimala Pandey,40.0,Male,Mysuru,Karnataka,Kannada,2021-06-13,Audiobook Subscription,2021-08-31,2022-08-31,dataset_1
U0391, Chandra Kaur ,70.0,Female,Salem,Tamil Nadu,Tamil,2021-09-11,Audiobook Subscription,2021-11-28,2022-11-28,dataset_1
U0392, Kalai Balasubramanian ,61.0,Female,Kollam,Kerala,Malayalam,2022-03-04,Annual Ebook,,,dataset_1
U0393,Dev Singh,50.0,Male,Guntur,Andhra Pradesh,Telugu,2099-01-01,Audiobook Subscription,2019-12-25,2020-12-24,dataset_1
U0394,Anbu Pandey,58.0,Male,Thrissur,Kerala,Malayalam,2023-10-04,Audiobook Subscription,2023-10-30,2024-10-29,dataset_1
U0395,ADITYA Bose,65.0,Female,Madurai,Tamil Nadu,Tamil,2019-04-08,Quarterly Ebook,2019-05-20,2019-08-18,dataset_1
U0396,Vikram Rao,29.0,Female,Visakhapatnam,Andhra Pradesh,Telugu,2023-07-28,Quarterly Ebook,2023-10-16,2024-01-14,dataset_1
U0397,Asha Desai,42.0,Female,Guntur,Andhra Pradesh,Telugu,2019-07-06,Annual Ebook,2019-07-15,2020-07-14,dataset_1
U0398,Jayanthi Mishra,68.0,Female,Bengaluru,Karnataka,Kannada,2019-05-07,Quarterly Ebook,,2019-10-12,dataset_1
